Source,Type,Item,Location,Category,Subcategory,Subcategory2,Dimension,Dimension 2,Check Blanks
LACOE,Actions,Staﬀ capacity,Social and Emotional Support Systems,Student Support & Family Engagement,,,,,1
LACOE,Actions,Partnership with Coordinated Entry Systems,Social and Emotional Support Systems,Student Support & Family Engagement,,,,,1
LACOE,Actions,Some English Learners/Newcomer students and families have safety concerns about returning to school and accessing resources,Social and Emotional Support Systems,Student Support & Family Engagement,,,,,1
LACOE,Actions,Staﬀ capacity,Social and Emotional Support Systems,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Plan for sanitization of: sensory area, small group and rotating table",Social and Emotional Support Systems,Student Support & Family Engagement,,,,,1
LACOE,Actions,Availability of district Board Certiﬁed Behavior Analyst (BCBA),Social and Emotional Support Systems,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Identify safety, social, emotional and health needs of all students and families, and create strategies to meet them",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Identify and include students not identiﬁed for Special Education services but who may have underlying conditions, as well as most vulnerable populations: foster children and their families, homeless students and their families, etc.",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Provide information on basic needs resources in the community (food, shelter, government assistance, health care and ﬁnancial assistance)",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Provide on-site practical assistance as described in the Community Schools Framework,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Practice asset-based communication to create surveys and proactively involve families in the full decision-making process,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Utilize well-established communication strategies (e.g., newsletters, school website, marquee and phone banking) as well as innovative approaches (social media, apps and mainstream media) to communicate with parents at their convenience (video conferencing platforms)",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Include leadership (school councils) and other stakeholder groups,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Consider social and emotional needs of families (assurance of safety, transparency and autonomy)",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Ensure families have the opportunity to make informed decisions,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Provide point-of-contact for parents,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Articulate education and learning expectations,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Ensure health and safety of teachers and staﬀ,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Provide for consistency of messaging,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Practice messaging and communication that supports community and capacity building,Family & Community Engagement,Student Support & Family Engagement,,,Communication,,1
LACOE,Actions,Provide culturally and linguistically appropriate training focused on personal empowerment for families on protocols and procedures such as:,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Taking morning temperatures,Family & Community Engagement,Student Support & Family Engagement,Taking Temperatures,,,,0
LACOE,Actions,"Speaking to children about proper use of masks, hand washing, pandemic related hygiene and physical distancing Masks, Supplies, Quarantine room",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Intervention, actions and consequences for violating safety protocols",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Establish safety protocols while maintaining a welcoming environment,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Use masks and other protection measures routinely,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Strive for physical distancing but social connectedness,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Consider parents’ schedules and families with children in multiple grade levels, schools and districts",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Provide or identify reliable before and afer- school programs, Title I Supplemental Programs and childcare",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Consider repurposing school volunteers to support childcare and meet other emerging needs (tutoring, referrals and supervision)",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Budget for the potential additional cost of:,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Diﬀerentiated support for families with students in various programs (e.g, traditional, remote, hybrid)",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Everyday materials (e.g., masks, plexiglass shields, hand sanitizer, gloves, signage, thermometers and personal protective equipment)",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Entrance screeners or other staﬀ,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Current space or non-traditional rooms,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Consider easing restrictions for fundraising eﬀorts by families to support school activities and programs,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Create or establish pathways for training courses for families to build the family’s capacity to support the educational and health needs of their child,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Develop a Communications Plan for reopening that includes stakeholders, key messages and systems for communicating updates",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Share your plan for the fall of 2020 with your community,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Translate your plan into the appropriate languages for your community,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Provide regular updates to students, staﬀ and families",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Create a central website that acts as an information hub,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Create a centralized system for feedback (web-based form, dedicated email address, surveys, regular virtual town halls)",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Use key communicators to help share your message,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Using storytelling to celebrate success and share best practices,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Get creative with virtual events to build community support,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Use social media to engage your community. Build community. Be responsive. Ask questions. Use polls.,Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Identifying students with vulnerabilities (including those with IEPs),Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Accept a variety of Educational Programs to meet the speciﬁc needs of students (independent studies, online, distance)",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,"Develop a consistent communications plan/strategy that reaches out to ALL families, not only those in leadership roles in schools.",Family & Community Engagement,Student Support & Family Engagement,,,,,1
LACOE,Actions,Involve all stakeholders in developing guidelines for proactive deterrence,Family & Community Engagement,Student Support & Family Engagement,,,,,1
WHO,Questions,"Are policies and procedures in place for the safety of all school personnel, including considerations to protect high-risk individuals (older persons, persons with underlying medical conditions)?",Questions,Health & Safety / Operations,Sanitation / Disinfecting,,Policy / Governance / Liability,,0
WHO,Questions,"Are public health officials in the community able to quickly detect and respond to new cases, to avert new outbreaks?",Questions,Health & Safety / Operations,Partnerships,,,,0
WHO,Questions,Are schools able to adapt classrooms to help students comply with recommended measures?,Questions,Health & Safety / Operations,Classroom Protocols,,,,0
WHO,Questions,"Are students, parents and teachers willing and well equipped to engage with tele-schooling or similar distance learning strategies, or return to school based on new measures?",Questions,Instructional Programs,Blended Learning,,,,0
WHO,Questions,Are there enough teachers or staff to run the school? Are there policies in place for teacher and staff safety and well-being? Are they well equipped for preventative and control measures?,Questions,Health & Safety / Operations,Entry / Exit Protocols,,HR / Bargaining Units,,0
Marin COE,Assumptions,"Are we prepared to open with coronavirus in circulation? What special accommodations do we need to protect vulnerable students and employees? Do we have the supplies we need to maintain heightened prevention measures (hand sanitizer, cleaning, and disinfection products)?",GC1d,,Sanitation / Disinfecting,,,,0
Kern COE,Questions,"Are we prepared to screen children and adults entering campuses for symptoms, if required?",1,Health & Safety / Operations,Taking Temperature,,,,0
CCSESA,Actions,"Businesses may use effective alternative or innovative methods to build upon the guidelines. Before reopening, all facilities must:
Perform a detailed risk Assessment  and develop and implement a site-specific protection plan
Train employees on how to limit the spread of COVID-19, including how to screen themselves for symptoms and stay home if they have them
Implement individual control measures and screenings
Implement disinfecting protocols
Implement physical distancing guidelines",2,Health & Safety / Operations,Liaibility Issues,,,,0
Marin COE,Assumptions,Calendars with start dates earlier in the summer are more likely to be impacted than those that start in September.,GC5a,Health & Safety / Operations,,,,,1
WHO,Questions,"Can post-secondary institutions assess the safety (and potential closure or cancelation) of school-hosted venues, events and gatherings and offer the possibility of maintaining physical distancing, including in social situations outside the classroom (e.g. trips, get-togethers)?",Questions,Health & Safety / Operations,,,,,1
WHO,Questions,"Can staff, parents and communities work together to develop local guidance for schools?",Questions,,,,,,1
Kern COE,Assumptions,Charter schools with well-established distance learning programs may see increased enrollment.,8,,,,,,1
Kern COE,Assumptions,Children and staff with significant health conditions will continue to be especially vulnerable during this time.,1,Health & Safety / Operations,,,,,1
Marin COE,Assumptions,Children and staff with significant health conditions will continue to be especially vulnerable during this time.,1d,,,,,,1
Kern COE,Actions,Close communal spaces such as break rooms if possible.,9,,,,,,1
Marin COE,Assumptions,"Collaborate with employee associations when developing plans that impact the work of their members.",GC4,,,,HR / Bargaining Units,,1
Monterey COE,Actions,"Consider developing a plan for continuity of education, medical and social services, and meal programs and establish alternate mechanisms for these to continue.",Phase IV,,,,,,1
Kern COE,Actions,Consider equity of workload for those staff that are working in alternative settings.,11,,,,,,1
Marin COE,Assumptions,Consider if a staff member or student becomes sick after schools resume.,GC15a,,,,,,1
Monterey COE,Actions,"Consider implementing staggered recess and lunch times to limit the number of students who are together; and if possible, group recess by classrooms.",Phase II,,,,,,1
Kern COE,Actions,Consider making work assignments and/or accommodations to protect employees in high- risk groups.,11,Health & Safety / Operations,,,,,1
CDC-C4S,Actions,"Consider participating with local authorities in broader COVID-19 community response efforts (e.g., sitting on community response committees).",PiCRE1,,,,,,1
Monterey COE,Actions,Consider relaxing local requirements for a doctor’s note for the child to return to school after illness.,Phase II,,,,,,1
Kern COE,Actions,Consider the impact of social distancing on school provided transportation.,8,,,,,,1
Kern COE,Actions,Consider the precautions necessary to protect students and staff with special needs relative to the threat posed by COVID-19.,5,,,,,,1
Kern COE,Actions,Consider the use of learning centers to support student learning with weekly in-person and virtual appointments for support.,7,,,,,,1
CCSESA,Actions,"Consistent with state and local public health guidelines, as LEAs reopen, they will do so with new practices in place to decrease the spread of the disease. Counties, districts and schools will need to address:
Criteria/plan for closing school again if necessary
Site-specific protection plans
Campus access
School cleaning/disinfecting and other health/safety practices
Protective equipment
Physical distancing
Staff and labor issues
Mental/emotional support for students/staff
Communication with parents/students, employees and the community
",3a,,,,,,1
Kern COE,Actions,Create plans for continuous and ongoing collaboration with bargaining units.,8,,,,,,1
Kern COE,Actions,"Create plans that respond to the impact of these strategies on the need for childcare, and before- and after-school programs",8,,,,,,1
Kern COE,Actions,Create plans to assess and respond to the uneven outcomes created by school closures.,6,,,,,,1
San Diego COE,Actions,Create plans to layer back functions to ensure the organization can support normal operations.,111-G,,,,,,1
Marin COE,Assumptions,Create plans to restore operations in phases.,GC5b,,,,,,1
Kern COE,Actions,"Create plans to restore operations in phases. Reopening schools will require careful identification of the activities needed for return and the order in which they should be implemented. Create timelines and communication plans to support each phase. Such activities include, instructional and special needs are initial implementation and sport events/assemblies are secondary.",4,,,,,,1
San Diego COE,Actions,Create procedures and criteria for reporting other significant information to Public Health Services.,11-C,,,,,,1
San Diego COE,Actions,Create procedures for distribution of meals and documentation steps for reimbursement.,111-F,,,,,,1
San Diego COE,Actions,Create schedules with times and locations for meal distribution.,111-F,,,,,,1
San Diego COE,Actions,"Create scripts and letter templates for possible scenarios: An unfounded rumor student, parent or family member with COVID-19 and the school is not responding, Short term school closure for cleaning and disinfection, Closure or dismissal for a projected number of days. Include plans to provide instruction and school meal programs for low income students during a closure or dismissal, Cancelation of field trips, events, or sporting events.",IV-A,,,,,,1
Kern COE,Actions,"Create staffing plans, modify job descriptions, negotiate needed changes.",9,,,,,,1
San Diego COE,Actions,Create supply lists and pre-order non-perishable products.,111-F,,,,,,1
Monterey COE,Actions,Create/reinstate school wellness teams to provide analysis and ongoing support of school/community wellness needs.,Phase V,,,,,,1
Marin COE,Assumptions,Creating contingency plans but hold off on scheduling events until there is greater clarity on when and if these events will be allowable.,GC2d,,,,,,1
Marin COE,Assumptions,Deaths from COVID-19 are possible while the virus is in circulation.,4a,,,,,,1
CCSESA,Assumptions,"Decisions to re-open schools will be based upon: Gradual relaxing of State and local stay-home orders, or flexibility granted in the order(s), Availability of testing, Availability of personal protective equipment, Availability of cleaning supplies and disinfectants, Duration of decline or stability of cases, Surge capacity in local hospitals",3,,,,,,1
Kern COE,Assumptions,Demand for enrollment in district and charter distance learning programs will also increase each time health officials impose social controls in response to upticks and hotspots.,8,,,,,,1
WHO,Questions,"Depending on local context, is it possible to ask teachers who are at higher risk of severe illness from COVID-19, to support distance teaching instead of in-person teaching?",Questions,,,,,,1
CDC-C4S,Actions,"Designate a staff person to be responsible for responding to COVID-19 concerns (e.g., school nurse). All school staff and families should know who this person is and how to contact them.",DesCovid-191,,,,,,1
San Diego COE,Actions,"Determine the frequency, means, and source of regular communications on this threat and share this plan with parents, employees, contracted providers and vendors.",IV-A,,,,,,1
Monterey COE,Actions,"Determine the timing of return of students and staff, and any additional steps needed for the school to reopen, in consultation with the local public health department.",Phase V,,,,,,1
Monterey COE,Actions,"Develop communication plans for school closure to include outreach to students, parents, teachers, staff, and the community.",Phase IV,,,,,,1
San Diego COE,Actions,Develop plans to enlist the support of the bargaining units.,111-E,,,,,,1
Kern COE,Actions,"Develop strategies to mitigate the impact that site/office closures, limitations on walk-ins, and limited office hours, has on a school’s ability to identify children who are eligible for",15,,,,,,1
San Diego COE,Actions,"Develop systems for updating all internal and external stakeholders (parents, students, employees, contracted providers and vendors) on changes in the exclusion criteria as new information develops.",1-B,,,,Communication,,1
WHO,Questions,Does the school have sufficient teachers’ capacity to support changes to school timetabling bearing in mind that such changes will also affect other staff?,Questions,,,,,,1
WHO,Questions,Does the school have the capacity to train school staff on safe school operations?,Questions,,,,,,1
Marin COE,Assumptions,"During closures, use a virtual learning center approach to provide individual and small-group instruction to all students at least once per week by appointment. Provide in-person appointments using social distancing and prevention measures as an option if connectivity is not available.",GC8f,,,,,,1
Monterey COE,Actions,Elementary and high school districts serving families of students who share families across grade spans should consult with County Health Department when multiple sites within aligned districts are impacted.,Phase IV,,,,,,1
Marin COE,Assumptions,Enrollment may shift depending on perceived safety of the school environment and family mobility due to economic impact:,6a,,,,,,1
Kern COE,Actions,Ensure ongoing collaboration with employee associations.,2,,,,,,1
CDC-C4S,Actions,"Ensure that student and staff groupings are as static as possible by having the same group of children stay with the same staff (all day for young children, and as much as possible for older children).",!SGKTT1,,,,,,1
Kern COE,Actions,Ensure that student and staff groupings are as static as possible by having the same group of children stay with the same staff.,9,,,,,,1
Marin COE,Assumptions,"Even if all requirements on social distancing are lifted, districts and charter schools should weigh the potential risks and benefits of returning to full operations during the current school year.",GC1a,,,,,,1
San Diego COE,Actions,"Examine plans created to scale back non-essential services, alter work settings and schedules, and suspend certain operations and activities.",111-G,,,,,,1
Kern COE,Considerations,"Example 1: Limit the number of students on campus to 50% of normal.

Divide all classes into two equal groups: Example: one would come to school on Monday and Tuesday, the other on Thursday and Friday with deep cleaning on Wednesday.
Secondary schools could also implement a block schedule to reduce passing periods and lower the frequency of touches in each classroom.

All teachers provide each group with two days of direct instruction and support, and three days of assignments to complete at home each week.

Provide take-home meals for each eligible student before they leave each day.

",10,,,,,,1
Kern COE,Considerations,"Example 2: Limit the number of students on campus to 20% of normal.

All classes are divided into five equal groups: one for each day of the week.

All teachers provide each group with one day of direct instruction and support, and four days of assignments to complete at home.

Provide take-home meals for each eligible student before they leave each day.

Use Friday for teachers to provide individual or small-group support by appointment or to prepare packets for the next week.



Regardless of the option selected above, the following must be considered when planning:

Lunch serving logistics (cafeteria/MPR setup)
Infrastructure and Connectivity in place to ensure equitable access for all students",10,,,,,,1
CCSESA,Assumptions,Expectations regarding student learning outcomes in the 2019-20 year will need to be re-examined going into the 2020-21 school year and COEs will be involved in assisting their LEAs in addressing academic needs and resources to support those needs.,12,,,,,,1
Kern COE,Assumptions,Fear and rumors will also negatively impact student and employee attendance rates.,9,,,,,,1
Marin COE,Assumptions,"Fear, loss, and isolation will result in the need for increased mental health supports.",4d,,,,,,1
CDC-C4S,Actions,Food Service,FS,,,,,,1
CDC-C4S,Actions,"Food Service: Have children bring their own meals as feasible, or serve individually plated meals in classrooms instead of in a communal dining hall or cafeteria, while ensuring the safety of children with food allergies.",FS1,,,,,,1
CDC-C4S,Actions,"Food Service: If food is offered at any event, have pre-packaged boxes or bags for each attendee instead of a buffet or family-style meal. Avoid sharing food and utensils and ensure the safety of children with food allergies.",FS3,,,,,,1
CDC-C4S,Actions,"Food Service: Use disposable food service items (e.g., utensils, dishes). If disposable items are not feasible or desirable, ensure that all non-disposable food service items are handled with gloves and washed with dish soap and hot water or in a dishwasher. Individuals should wash their hands after removing their gloves or after directly handling used food service items.",FS2,,,,,,1
Kern COE,Assumptions,Frequent cleaning and disinfection of high-touch surfaces will also be needed throughout this period.,1,,,,,,1
Monterey COE,Actions,Guidance provided by County Health Department indicates that a phased return to normal operations can begin.,Phase V,,,,,,1
Kern COE,Questions,Have we prepared our employees to return? Have we identified all their concerns and are we prepared with responses?,1,,,,,,1
CCSESA,Actions,"Hold classes in larger rooms such as the gym, library or cafeteria and space students at least six feet apart",3i,,,,,,1
Kern COE,Questions,"How do we deliver instruction and ensure learning is going on?
Provide adequate training for staff to deliver high quality instruction.
Provide students a paper packet alternative if connectivity is an issue or unavailable.
Students are being assessed adequately to ensure learning is happening and making progress.
",7,,,,,,1
Kern COE,Considerations,How will home-to-school transportation be modified while adhering to the social distancing requirements? Will staggered or alternating schedules be required to accommodate?,1,,,,,,1
WHO,Questions,How will playtime/outdoor activities during recreation (where they exist) be adjusted to ensure adherence to recommended measures?,Questions,,,,,,1
Marin COE,Assumptions,How will schools communicate with parents of incoming kindergarteners?,GC15b,,,,,,1
Kern COE,Considerations,"How will the layout of a classroom, cafeteria/MPR, playground be designed while adhering to the social distancing requirements? Will staggered or alternating schedules be required to accommodate?",1,,,,,,1
Marin COE,Assumptions,How will you communicate to the press and public should there be the passing of an employee or student?,GC15c,,,,,,1
Kern COE,Considerations,Identify all locations and times where students are in close contact with each other and create strategies to restructure those locations and activities.,8,,,,,,1
Marin COE,Assumptions,"Identify all locations and times where students are in close contact with each other and create strategies to restructure those locations and activities. Consider altering bell schedules, staggering start times, creating multiple recess and lunch periods, and creating multiple meal distribution points. In secondary schools, consider implementing a block schedule to reduce student movement during the day and cross contamination of classrooms.",GC9b,,,,,,1
Kern COE,Considerations,Identify an area to separate anyone who exhibits COVID-like symptoms during hours of operation.,9,,,,,,1
San Diego COE,Actions,Identify critical business processes and create plans to ensure these activities are covered if people in key positions are unable to work.,111-D,,,,,,1
San Diego COE,Actions,Identify essential functions that can only be accomplished at a worksite and develop plans to protect employees in those roles from contact with potentially infected people.,111-D,,,,,,1
San Diego COE,Actions,Identify job functions that can be accomplished through remote access and determine criteria for allowing or requiring that employees work remotely.,111-D,,,,,,1
San Diego COE,Actions,Identify non-essential activities and the timeframes that they can be delayed without damaging essential operations.,111-D,,,,,,1
San Diego COE,Actions,Identify the eligible students in each distribution area.,111-F,,,,,,1
San Diego COE,Actions,"Identify the potential lasting negative impacts of school closures and dismissals on student outcomes. Consider the following factors: Grade level, Special needs (IEP, 504, ELL, low-income), Duration, Timing (final exams, AP testing, state Assessment s), Other relevant considerations",111-A,,,,,,1
San Diego COE,Actions,Identify the teachers who will assign and support Independent Study .,111-B,,,,,,1
San Diego COE,Actions,Identity possible instructional strategies. (See IIIB),111-A,,,,,,1
San Diego COE,Actions,Identity possible procedural strategies. Example: How grades will be determined if students cannot attend the last three weeks of school.,111-A,,,,,,1
San Diego COE,Actions,Identity possible structural strategies. Example: To minimize the impact from a lengthy dismissal first semester the end of the semester might be shifted to split the loss of days with the second semester.,111-A,,,,,,1
Kern COE,Considerations,"If classroom and distance learning will be blended, include procedures to allow qualifying students to take home meals for the days they will not be on campus.",14,,,,,,1
Monterey COE,Actions,"If multiple schools within the school district have a student, teacher or staff member test positive for COVID-19, the school leader should consult with County Health Department for guidance on school closures and dismissals. If it is determined that all schools within the school district should be dismissed, CDPH recommends the following:",Phase IV,,,,,,1
Marin COE,Assumptions,"If schools go to AM/PM schedule, can schools afford increased transportation costs?",GC14c,,,,,,1
San Diego COE,Actions,"If the use of online resources is part of the plan, allocate computer equipment and mobile hotspots to ensure students who do not have internet access at home have equitable access to learning.",111-B,,,,,,1
Monterey COE,Actions,"Implement communication plans for school closure to include outreach to students, parents, teachers, staff, and the community.",Phase III,,,,,,1
Kern COE,Considerations,Implement social-emotional learning lessons to develop strong coping skills.,13,,,,,,1
Kern COE,Considerations,"Implement strategies to ensure all students are highly connected to the school. Make sure all students have positive, meaningful, and dependable contact with at least one employee each week.",13,,,,,,1
Kern COE,Considerations,Implement systems to identify students who are struggling and to provide appropriate support.,13,,,,,,1
Monterey COE,Actions,"In consultation with the County Health Department, the appropriate school official may consider if school closure is warranted and length of time based on the risk level within the specific community as determined by the local public health officer.",Phase III,,,,,,1
Monterey COE,Actions,"In consultation with the County Health Department, the school administrator may determine if additional school closures and what length of time is warranted based on the risk level within the specific community as determined by the local public health officer.",Phase IV,,,,,,1
Monterey COE,Actions,"In consultation with the local public health department, school officials may determine re-admission criteria after the school closures.",Phase III,,,,,,1
Kern COE,Considerations,"In secondary schools, consider implementing a block schedule to reduce student movement during the day and cross contamination of classrooms.",8,,,,,,1
Kern COE,Considerations,In the event a person diagnosed with COVID-19 is determined to have been in the building and poses a risk to the community.,17,,,,,,1
CCSESA,Assumptions,"In-person school attendance will likely be less than before the pandemic for a variety of reasons, including: 1) public health recommendations for children with chronic health issues (e.g. diabetes and asthma) to continue to shelter in place; 2) families may relocate due to unemployment and/or illness or death of one or more family member; 3) families may choose to enroll their children in schools that operate via distance learning; 4) COVID-19 infections may result in more school absences than in occur in typical years.",8,,,,,,1
Kern COE,Considerations,Include adaptations that incorporate social distancing and online alternatives.,2,,,,,,1
Monterey COE,Actions,"Include information for parents regarding labor laws, information regarding Disability Insurance, Paid Family Leave, and Unemployment Insurance.",Phase III,,,,,,1
Marin COE,Assumptions,"Include special accommodations for people who are at higher risk, and those who may be sick or who must self-isolate, and those who lack internet access.",GC3c,,,,,,1
Kern COE,Considerations,"Include special accommodations for people who are at higher risk, those who may be sick or who must self-isolate, and those who lack internet access.",2,,,,,,1
Kern COE,Considerations,Incorporate regular check-ins with parents and offer supports and resources appropriate to their needs.,13,,,,,,1
Kern COE,Assumptions,Increases in special education due process filings and demands for compensatory education are likely to increase unless relief from some of the provisions in the Individuals with Disabilities Education Act is authorized.,11,,,,,,1
Monterey COE,Actions,Inventory teachers to determine professional learning needs and new teacher,Phase V,,,,,,1
WHO,Questions,Is the school able to maintain appropriate collaboration and coordination with local public health authorities (e.g. provide public health officers with information needed to trace contacts if a case or outbreak occurs in the school)?,Questions,,,,,,1
CDC-C4S,Assumptions,"It is thought that the virus may spread to hands from a contaminated surface and then to the nose or mouth, causing infection.",GP2,,,,,,1
Kern COE,Assumptions,"It is unlikely that traditional graduation ceremonies and promotion assemblies will be allowed this summer. Even if permissible, convening groups large during this time frame may still be inadvisable.",4,,,,,,1
Kern COE,Assumptions,"It will be safe for schools to return to normal operations when all the following have occurred:
The California stay-at-home order has been lifted. The number of confirmed COVID-19 cases in the county has remained constant or declined for a period of time as determined by the local public health department. A directive regarding social distancing and group gatherings has been established and implemented.",2,,,,,,1
Kern COE,Assumptions,"Job layoffs and business closures will result in higher levels of unemployment, which could contribute to enrollment decline.",7,,,,,,1
Marin COE,Assumptions,"Job layoffs and business closures will result in higher levels of unemployment, which will contribute to enrollment decline as families move out of Marin COE County to more affordable areas of the country. Marin COE County unemployment was 3% in March 2020.",5c,,,,,,1
Kern COE,Considerations,"Keep each child’s belongings separated from others’ and in individually labeled containers, cubbies or areas.",8,,,,,,1
CDC-C4S,Actions,Limit mixing between groups if possible.,!SGKTT2,,,,,,1
Kern COE,Considerations,"Limit sharing of foods, tools, equipment or supplies.",9,,,,,,1
Monterey COE,Actions,Limit visitors to the school by not allowing those with symptoms of fever and/or respiratory infection or who have a travel history over the course of the last 14 days to an area identified by the CDC as Level 3 Travel Health Notice.,Phase II,,,,,,1
Marin COE,Assumptions,Loading of buses may need to change. Coordinate with Transportation Directors to determine schedules.,GC5e,,,,,,1
Monterey COE,Actions,Maintain regular communications with the local public health department.,Phase IV,,,,,,1
Marin COE,Assumptions,Many parents will refuse to allow their children to participate and many more will be angered by the fact that they are being required to make that choice. Consider:,GC2a,,,,,,1
Kern COE,Considerations,"No field trips, inter-group events, or extracurricular activities until guidance is allowed by state and/or local health department officials.",9,,,,,,1
CDC-C4S,Actions,"Offer options for staff at higher risk for severe illness (including older adults and people of all ages with certain underlying medical conditions) that limit their exposure risk (e.g., telework, modified job responsibilities that limit exposure risk).",PfS,,,,,,1
CDC-C4S,Actions,"Offer options for students at higher risk of severe illness that limit their exposure risk (e.g., virtual learning opportunities).",PfS,,,,,,1
Monterey COE,Actions,Offer parent information meetings to support the reopening of schools and provide resources to review procedures/options for the new school year. Review/Revise/Publish ingress and egress procedures and comprehensive school safety plans.,Phase V,,,,,,1
Kern COE,Considerations,Ongoing collaboration with employee associations when developing plans that impact the work of their members.,16,,,,,,1
Kern COE,Assumptions,Parent demand for enrollment in distance learning programs will increase as many will perceive them as a safer and more stable alternative to classroom-based instruction while COVID-19 is in circulation.,8,,,,,,1
Kern COE,Considerations,Prepare for the possibility that the start of the 2020-21 school year may need to be delayed if another surge should occur.,3,,,,,,1
CDC-C4S,Actions,Protections for Staff and Children at Higher Risk for Severe Illness from COVID-19,PfS,,,,,,1
Monterey COE,Actions,Provide additional opportunities within the master calendar and daily/weekly schedules for intervention and enrichment opportunities to support learning loss and accelerate student success.,Phase V,,,,,,1
CCSESA,Actions,"Provide adequate supplies within easy reach, including tissues and no-touch trash cans.",3f,,,,,,1
Monterey COE,Actions,"Provide guidance to parents, teachers and staff reminding them of the importance of community social distancing measures while school is closed, including discouraging students or staff from gathering elsewhere. Community social distancing measures include canceling group activities or events, religious services, after-school classes and sporting events.",Phase IV,,,,,,1
San Diego COE,Actions,Provide site administrators with guidance on topics that they can and should not address in communications regarding COVID-19.,IV-A,,,,,,1
Monterey COE,Actions,Publish any revisions to school/district calendars and daily/weekly schedules.,Phase V,,,,,,1
Marin COE,Assumptions,Returning to full operations will require careful identification of the activities needed for return and the order in which they should be implemented. Create timelines and communication plans to support each phase.,GC5c,,,,,,1
San Diego COE,Actions,Select or create forms to document changes in policies and practices. Create reporting/submission procedures and timelines. Assign roles and responsibilities for all levels of the organization. Train staff on the process.,11-E,,,,,,1
Kern COE,Actions,Signage that is clearly displayed and provides clarity on hygiene and safety requirements.,9,,,,,,1
Monterey COE,Actions,Single site charter school and private school leaders should consult with County Health Department when school districts serving the neighborhoods their students live in experience confirmed cases on multiple district campuses.,Phase IV,,,,,,1
CCSESA,Actions,"Site-specific Protection Plan: Update their site-based safety and/or injury and illness prevention plan in consultation with the site’s local risk management advisor to address issues specific to COVID-19 and steps that will be taken to prevent the spread of the virus, including:
Plans for training for students, staff and parents on: Frequent handwashing, Cough and sneeze etiquette, Keeping hands away from the faceUse of face coverings, The role the school will play in alerting the local health department of COVID cases and in contact tracing in collaboration with the local health department",3b2,,,,,,1
